0		0		0
0.0146484		0.0146484		0.0146484
0.0292969		0.0292969		0.0292969
0.0585938		0.0585938		0.0585938
0.117188		0.117188		0.117188
0.234375		0.234375		0.234375
0.46875		0.46875		0.46875
0.9375		0.9375		0.9375
1.875		1.875		1.875
3.75		3.75		3.75
7.5		7.5		7.5
11.25		11.25		11.25
13.125		13.125		13.125
14.0625		14.0625		14.0625
14.5313		14.5313		14.5313
14.7656		14.7656		14.7656
14.8828		14.8828		14.8828
14.9414		14.9414		14.9414
14.9707		14.9707		14.9707
14.9854		14.9854		14.9854
15		15		15
